G399	ἀναφέρω	G303+G5342	G303+G5342	ἀνά+φέρω	|
G400	ἀναφωνέω	G303+G5455	G303+G5346	ἀνά+φημί	|
G401	ἀνάχυσις	G303	G303	ἀνά	|
G402	ἀναχωρέω	G303+G5562	G303+G5490	ἀνά+χάσμα	|
G403	ἀνάψυξις	G404	G303+G5594	ἀνά+ψύχω	|
G404	ἀναψύχω	G303+G5594	G303+G5594	ἀνά+ψύχω	|
G405	ἀνδραποδιστής	G435+G4228	G3708+G4228	ὁράω+πούς	|
G406	Ἀνδρέας	G435	G3708	ὁράω	|
G407	ἀνδρίζομαι	G435	G3708	ὁράω	|
G408	Ἀνδρόνικος	G435+G3534	G3708+G3529	ὁράω+νίκη	|
G409	ἀνδροφόνος	G435+G5408	G3708+G5408	ὁράω+φόνος	|
G410	ἀνέγκλητος	G1+G1458	G1+G1519+G1537+G2753	ἄν+εἰς+ἐξ+κελεύω	|
G411	ἀνεκδιήγητος	G1+G1555	G1+G1537+G1223+G71	ἄν+ἐξ+διά+ἄγω	|
G412	ἀνεκλάλητος	G1+G1583	G1+G1537+G2980	ἄν+ἐξ+λαλέω	|
G413	ἀνέκλειπτος	G1+G1587	G1+G1537+G3007	ἄν+ἐξ+λείπω	|
G414	ἀνεκτότερος	G430	G303+G2192	ἀνά+σχέω	|
G415	ἀνελεήμων	G1+G1655	G1+G1656	ἄν+ἔλεος	|
G416	ἀνεμίζω	G417	G109	ἀήρ	|
G417	ἄνεμος	G109	G109	ἀήρ	|
G418	ἀνένδεκτος	G1+G1735	G1+G1519+G1537+G1209	ἄν+εἰς+ἐξ+δέχομαι	|
G419	ἀνεξερεύνητος	G1+G1830	G1+G1537+G4482	ἄν+ἐξ+ῥέω	|
G420	ἀνεξίκακος	G430+G2556	G303+G2192+G2556	ἀνά+σχέω+κακός	|
G421	ἀνεξιχνίαστος	G1+G1537+G2487	G1+G1537+G2240	ἄν+ἐξ+ἥκω	|
G422	ἀνεπαίσχυντος	G1+G1909+G153	G1+G1909+G153	ἄν+ἐπί+αἰσχύνομαι	|
G423	ἀνεπίληπτος	G1+G1949	G1+G1909+G1209	ἄν+ἐπί+δέχομαι	|
G424	ἀνέρχομαι	G303+G2064	G303+G2064	ἀνά+ἔρχομαι	|
G425	ἄνεσις	G447	G303	ἀνά	|
G426	ἀνετάζω	G303	G303	ἀνά	|
G427	ἄνευ		G427	ἄνευ	|
G428	ἀνεύθετος	G1+G2111	G1+G2095+G5087	ἄν+εὖ+τίθημι	|
G429	ἀνευρίσκω	G303+G2147	G303+G2147	ἀνά+εὑρίσκω	|
G430	ἀνέχομαι	G303+G2192	G303+G2192	ἀνά+σχέω	|
G431	ἀνεψιός	G1	G1	ἄν	|
G432	ἄνηθον		G432	ἄνηθον	|
G433	ἀνήκω	G303+G2240	G303+G2240	ἀνά+ἥκω	|
G434	ἀνήμερος	G1	G1	ἄν	|
G435	ἀνήρ	G444	G3708	ὁράω	|
G436	ἀνθίστημι	G473+G2476	G473+G2476	ἀντί+ἵστημι	|
G437	ἀνθομολογέομαι	G473+G3670	G473+G3674+G3004	ἀντί+ὁμοῦ+λέγω	|
G438	ἄνθος		G438	ἄνθος	|
G439	ἀνθρακιά	G440	G440	ἄνθραξ	|
G440	ἄνθραξ		G440	ἄνθραξ	|
G441	ἀνθρωπάρεσκος	G444+G700	G3708+G142	ὁράω+αἴρω	|
G442	ἀνθρώπινος	G444	G3708	ὁράω	|
G443	ἀνθρωποκτόνος	G444	G3708	ὁράω	|
G444	ἄνθρωπος	G435+G3700	G3708	ὁράω	|
G445	ἀνθυπατεύω	G446	G473+G5228	ἀντί+ὑπέρ	|
G446	ἀνθύπατος	G473+G5228	G473+G5228	ἀντί+ὑπέρ	|
G447	ἀνίημι	G303	G303	ἀνά	|
G448	ἀνίλεως	G1+G2436	G1+G142	ἄν+αἴρω	|
G449	ἄνιπτος	G1+G3538	G1+G3538	ἄν+νίπτω	|
G450	ἀνίστημι	G303+G2476	G303+G2476	ἀνά+ἵστημι	|
G451	Ἄννα	H2584	G451	Ἄννα	|
G452	Ἄννας	H2608	G452	Ἄννας	|
G453	ἀνόητος	G1+G3539	G1+G1097	ἄν+γινώσκω	|
G454	ἄνοια	G1+G3563	G1+G1097	ἄν+γινώσκω	|
G455	ἀνοίγω	G303	G303	ἀνά	|
G456	ἀνοικοδομέω	G303+G3618	G303+G3624+G1430	ἀνά+οἶκος+δῶμα	|
G457	ἄνοιξις	G455	G303	ἀνά	|
G458	ἀνομία	G459	G1+G3551	ἄν+νόμος	|
G459	ἄνομος	G1+G3551	G1+G3551	ἄν+νόμος	|
G460	ἀνόμως	G459	G1+G3551	ἄν+νόμος	|
G461	ἀνορθόω	G303+G3717	G303+G142+G142	ἀνά+αἴρω+αἴρω	|
G462	ἀνόσιος	G1+G3741	G1+G3741	ἄν+ὅσιος	|
G463	ἀνοχή	G430	G303+G2192	ἀνά+σχέω	|
G464	ἀνταγωνίζομαι	G473+G75	G473+G71	ἀντί+ἄγω	|
G465	ἀντάλλαγμα	G473+G236	G473+G243	ἀντί+ἄλλος	|
G466	ἀνταναπληρόω	G473+G378	G473+G303+G4130	ἀντί+ἀνά+πλήθω	|
G467	ἀνταποδίδωμι	G473+G591	G473+G575+G1325	ἀντί+ἀπό+δίδωμι	|
G468	ἀνταπόδομα	G467	G473+G575+G1325	ἀντί+ἀπό+δίδωμι	|
G469	ἀνταπόδοσις	G467	G473+G575+G1325	ἀντί+ἀπό+δίδωμι	|
G470	ἀνταποκρίνομαι	G473+G611	G473+G575	ἀντί+ἀπό	|
G471	ἀντέπω	G473+G2036	G473+G4482+G4482+G5346	ἀντί+ῥέω+ῥέω+φημί	|
G472	ἀντέχομαι	G473+G2192	G473+G2192	ἀντί+σχέω	|
G473	ἀντί		G473	ἀντί	|
G474	ἀντιβάλλω	G473+G906	G473+G906	ἀντί+βάλλω	|
G475	ἀντιδιατίθεμαι	G473+G1303	G473+G1223+G5087	ἀντί+διά+τίθημι	|
G476	ἀντίδικος	G473+G1349	G473+G1166	ἀντί+δεικνύω	|
G477	ἀντίθεσις	G473+G5087	G473+G5087	ἀντί+τίθημι	|
G478	ἀντικαθίστημι	G473+G2525	G473+G2596+G2476	ἀντί+κατά+ἵστημι	|
G479	ἀντικαλέω	G473+G2564	G473+G2753	ἀντί+κελεύω	|
G480	ἀντίκειμαι	G473+G2749	G473+G2749	ἀντί+κεῖμαι	|
G481	ἀντικρύ	G473	G473	ἀντί	|
G482	ἀντιλαμβάνομαι	G473+G2983	G473+G1209	ἀντί+δέχομαι	|
G483	ἀντιλέγω	G473+G3004	G473+G3004	ἀντί+λέγω	|
G484	ἀντίληψις	G482	G473+G1209	ἀντί+δέχομαι	|
G485	ἀντιλογία	G483	G473+G3004	ἀντί+λέγω	|
G486	ἀντιλοιδορέω	G473+G3058	G473+G3060	ἀντί+λοίδορος	|
G487	ἀντίλυτρον	G473+G3083	G473+G3089	ἀντί+λύω	|
G488	ἀντιμετρέω	G473+G3354	G473+G3358	ἀντί+μέτρον	|
G489	ἀντιμισθία	G473+G3408	G473+G3408	ἀντί+μισθός	|
G490	Ἀντιόχεια		G490	Ἀντιόχεια	|
G491	Ἀντιοχεύς	G490	G490	Ἀντιόχεια	|
G492	ἀντιπαρέρχομαι	G473+G3928	G473+G3844+G2064	ἀντί+παρά+ἔρχομαι	|
G493	Ἀντίπας	G473+G3962	G473+G3962	ἀντί+πατήρ	|
G494	Ἀντιπατρίς	G493	G473+G3962	ἀντί+πατήρ	|
G495	ἀντιπέραν	G473+G4008	G473+G4008	ἀντί+πέραν	|
G496	ἀντιπίπτω	G473+G4098	G473+G4072	ἀντί+πτάομαι	|
G497	ἀντιστρατεύομαι	G473+G4754	G473+G4756	ἀντί+στρατιά	|
G498	ἀντιτάσσομαι	G473+G5021	G473+G5021	ἀντί+τάσσω	|
G499	ἀντίτυπον	G473+G5179	G473+G5180	ἀντί+τύπτω	|
G500	ἀντίχριστος	G473+G5547	G473+G5494+G5490	ἀντί+χειμών+χάσμα	|
G501	ἀντλέω		G501	ἀντλέω	|
G502	ἄντλημα	G501	G501	ἀντλέω	|
G503	ἀντοφθαλμέω	G473+G3788	G473+G3708	ἀντί+ὁράω	|
G504	ἄνυδρος	G1+G5204	G1+G5205	ἄν+ὑετός	|
G505	ἀνυπόκριτος	G1+G5271	G1+G5259+G2919	ἄν+ὑπό+κρίνω	|
G506	ἀνυπότακτος	G1+G5293	G1+G5259+G5021	ἄν+ὑπό+τάσσω	|
G507	ἄνω	G473	G473	ἀντί	|
G508	ἀνώγεον	G507+G1093	G473+G1093	ἀντί+γῆ	|
G509	ἄνωθεν	G507	G473	ἀντί	|
G510	ἀνωτερικός	G511	G473	ἀντί	|
G511	ἀνώτερος	G507	G473	ἀντί	|
G512	ἀνωφελής	G1+G5624	G1+G3786	ἄν+ὄφελος	|
G513	ἀξίνη		G513	ἀξίνη	|
G514	ἄξιος	G71	G71	ἄγω	|
G515	ἀξιόω	G514	G71	ἄγω	|
G516	ἀξίως	G514	G71	ἄγω	|
G517	ἀόρατος	G1+G3707	G1+G3708	ἄν+ὁράω	|
G518	ἀπαγγέλλω	G575+G32	G575+G71	ἀπό+ἄγω	|
G519	ἀπάγχομαι	G575+G43	G575+G43	ἀπό+ἀγκάλη	|
G520	ἀπάγω	G575+G71	G575+G71	ἀπό+ἄγω	|
G521	ἀπαίδευτος	G1+G3811	G1+G3817	ἄν+παίω	|
G522	ἀπαίρω	G575+G142	G575+G142	ἀπό+αἴρω	|
G523	ἀπαιτέω	G575+G154	G575+G154	ἀπό+αἰτέω	|
G524	ἀπαλγέω	G575	G575	ἀπό	|
G525	ἀπαλλάσσω	G575+G236	G575+G243	ἀπό+ἄλλος	|
G526	ἀπαλλοτριόω	G575+G245	G575+G243	ἀπό+ἄλλος	|
G527	ἀπαλός		G527	ἀπαλός	|
G528	ἀπαντάω	G575+G473	G575+G473	ἀπό+ἀντί	|
G529	ἀπάντησις	G528	G575+G473	ἀπό+ἀντί	|
G530	ἅπαξ	G537	G1+G3956	ἄν+πᾶς	|
G531	ἀπαράβατος	G1+G3845	G1+G3844+G939	ἄν+παρά+βάσις	|
G532	ἀπαρασκεύαστος	G1+G3903	G1+G3844+G4632	ἄν+παρά+σκεῦος	|
G533	ἀπαρνέομαι	G575+G720	G575+G1+G4482	ἀπό+ἄν+ῥέω	|
G534	ἀπάρτι	G575+G737	G575+G142+G142	ἀπό+αἴρω+αἴρω	|
G535	ἀπαρτισμός	G534	G575+G142+G142	ἀπό+αἴρω+αἴρω	|
G536	ἀπαρχή	G575+G756	G575+G757	ἀπό+ἄρχω	|
G537	ἅπας	G1+G3956	G1+G3956	ἄν+πᾶς	|
G538	ἀπατάω		G538	ἀπατάω	|
G539	ἀπάτη	G538	G538	ἀπατάω	|
G540	ἀπάτωρ	G1+G3962	G1+G3962	ἄν+πατήρ	|
G541	ἀπαύγασμα	G575+G826	G575+G827	ἀπό+αὐγή	|
G542	ἀπείδω	G575+G1492	G575+G1492	ἀπό+εἴδω	|
G543	ἀπείθεια	G545	G1+G3982	ἄν+πείθω	|
G544	ἀπειθέω	G545	G1+G3982	ἄν+πείθω	|
G545	ἀπειθής	G1+G3982	G1+G3982	ἄν+πείθω	|
G546	ἀπειλέω		G546	ἀπειλέω	|
G547	ἀπειλή	G546	G546	ἀπειλέω	|
G548	ἄπειμι	G575+G1510	G575+G1510	ἀπό+εἰμί	|
G549	ἄπειμι	G575	G575	ἀπό	|
G550	ἀπειπόμην	G575+G2036	G575+G4482+G4482+G5346	ἀπό+ῥέω+ῥέω+φημί	|
G551	ἀπείραστος	G1+G3987	G1+G4008	ἄν+πέραν	|
G552	ἄπειρος	G1+G3984	G1+G4008	ἄν+πέραν	|
G553	ἀπεκδέχομαι	G575+G1551	G575+G1537+G1209	ἀπό+ἐξ+δέχομαι	|
G554	ἀπεκδύομαι	G575+G1562	G575+G1537+G1416	ἀπό+ἐξ+δῦμι	|
G555	ἀπέκδυσις	G554	G575+G1537+G1416	ἀπό+ἐξ+δῦμι	|
G556	ἀπελαύνω	G575+G1643	G575+G1643	ἀπό+ἐλαύνω	|
G557	ἀπελεγμός	G575+G1651	G575+G1651	ἀπό+ἐλέγχω	|
G558	ἀπελεύθερος	G575+G1658	G575+G2064	ἀπό+ἔρχομαι	|
G559	Ἀπελλῆς		G559	Ἀπελλῆς	|
G560	ἀπελπίζω	G575+G1679	G575+G1680	ἀπό+ἐλπίς	|
G561	ἀπέναντι	G575+G1725	G575+G1519+G1537+G473	ἀπό+εἰς+ἐξ+ἀντί	|
G562	ἀπέραντος	G1+G4008	G1+G4008	ἄν+πέραν	|
G563	ἀπερισπάστως	G1+G4049	G1+G4008+G4685	ἄν+πέραν+σπάω	|
G564	ἀπερίτμητος	G1+G4059	G1+G4008+G2875	ἄν+πέραν+κόπτω	|
G565	ἀπέρχομαι	G575+G2064	G575+G2064	ἀπό+ἔρχομαι	|
G566	ἀπέχει	G568	G575+G2192	ἀπό+σχέω	|
G567	ἀπέχομαι	G568	G575+G2192	ἀπό+σχέω	|
G568	ἀπέχω	G575+G2192	G575+G2192	ἀπό+σχέω	|
G569	ἀπιστέω	G571	G1+G3982	ἄν+πείθω	|
G570	ἀπιστία	G571	G1+G3982	ἄν+πείθω	|
G571	ἄπιστος	G1+G4103	G1+G3982	ἄν+πείθω	|
G572	ἁπλότης	G573	G1+G4120	ἄν+πλέκω	|
G573	ἁπλοῦς	G1+G4120	G1+G4120	ἄν+πλέκω	|
G574	ἁπλῶς	G573+G572	G1+G4120+G1+G4120	ἄν+πλέκω+ἄν+πλέκω	|
G575	ἀπό		G575	ἀπό	|
G576	ἀποβαίνω	G575+G939	G575+G939	ἀπό+βάσις	|
G577	ἀποβάλλω	G575+G906	G575+G906	ἀπό+βάλλω	|
G578	ἀποβλέπω	G575+G991	G575+G991	ἀπό+βλέπω	|
G579	ἀπόβλητος	G577	G575+G906	ἀπό+βάλλω	|
G580	ἀποβολή	G577	G575+G906	ἀπό+βάλλω	|
G581	ἀπογενόμενος	G575+G1096	G575+G1096	ἀπό+γίνομαι	|
G582	ἀπογραφή	G583	G575+G1125	ἀπό+γράφω	|
G583	ἀπογράφω	G575+G1125	G575+G1125	ἀπό+γράφω	|
G584	ἀποδείκνυμι	G575+G1166	G575+G1166	ἀπό+δεικνύω	|
G585	ἀπόδειξις	G584	G575+G1166	ἀπό+δεικνύω	|
G586	ἀποδεκατόω	G575+G1183	G575+G1176	ἀπό+δέκα	|
G587	ἀπόδεκτος	G588	G575+G1209	ἀπό+δέχομαι	|
G588	ἀποδέχομαι	G575+G1209	G575+G1209	ἀπό+δέχομαι	|
G589	ἀποδημέω	G590	G575+G1210	ἀπό+δέω	|
G590	ἀπόδημος	G575+G1218	G575+G1210	ἀπό+δέω	|
G591	ἀποδίδωμι	G575+G1325	G575+G1325	ἀπό+δίδωμι	|
G592	ἀποδιορίζω	G575+G1223+G3724	G575+G1223+G3725	ἀπό+διά+ὅριον	|
G593	ἀποδοκιμάζω	G575+G1381	G575+G1380	ἀπό+δοκέω	|
G594	ἀποδοχή	G588	G575+G1209	ἀπό+δέχομαι	|
G595	ἀπόθεσις	G659	G575+G5087	ἀπό+τίθημι	|
G596	ἀποθήκη	G659	G575+G5087	ἀπό+τίθημι	|
G597	ἀποθησαυρίζω	G575+G2343	G575+G5087	ἀπό+τίθημι	|
G598	ἀποθλίβω	G575+G2346	G575+G2352+G5149+G2352+G5149	ἀπό+θραύω+τρίζω+θραύω+τρίζω	|
G599	ἀποθνήσκω	G575+G2348	G575+G2348	ἀπό+θνήσκω	|
G600	ἀποκαθίστημι	G575+G2525	G575+G2596+G2476	ἀπό+κατά+ἵστημι	|
G601	ἀποκαλύπτω	G575+G2572	G575+G2813+G2928	ἀπό+κλέπτω+κρύπτω	|
G602	ἀποκάλυψις	G601	G575+G2813+G2928	ἀπό+κλέπτω+κρύπτω	|
G603	ἀποκαραδοκία	G575+G1380	G575+G1380	ἀπό+δοκέω	|
G604	ἀποκαταλλάσσω	G575+G2644	G575+G2596+G243	ἀπό+κατά+ἄλλος	|
G605	ἀποκατάστασις	G600	G575+G2596+G2476	ἀπό+κατά+ἵστημι	|
G606	ἀπόκειμαι	G575+G2749	G575+G2749	ἀπό+κεῖμαι	|
G607	ἀποκεφαλίζω	G575+G2776	G575+G2776	ἀπό+κεφαλή	|
G608	ἀποκλείω	G575+G2808	G575+G2808	ἀπό+κλείω	|
G609	ἀποκόπτω	G575+G2875	G575+G2875	ἀπό+κόπτω	|
G610	ἀπόκριμα	G611	G575	ἀπό	|
G611	ἀποκρίνομαι	G575	G575	ἀπό	|
G612	ἀπόκρισις	G611	G575	ἀπό	|
G613	ἀποκρύπτω	G575+G2928	G575+G2928	ἀπό+κρύπτω	|
G614	ἀπόκρυφος	G613	G575+G2928	ἀπό+κρύπτω	|
G615	ἀποκτείνω	G575	G575	ἀπό	|
G616	ἀποκυέω	G575+G2949	G575+G2949	ἀπό+κῦμα	|
G617	ἀποκυλίω	G575+G2947	G575+G2949+G2949+G1507	ἀπό+κῦμα+κῦμα+εἱλίσσω	|
G618	ἀπολαμβάνω	G575+G2983	G575+G1209	ἀπό+δέχομαι	|
G619	ἀπόλαυσις	G575	G575	ἀπό	|
G620	ἀπολείπω	G575+G3007	G575+G3007	ἀπό+λείπω	|
G621	ἀπολείχω	G575	G575	ἀπό	|
G622	ἀπόλλυμι	G575+G3639	G575+G3639	ἀπό+ὄλεθρος	|
G623	Ἀπολλύων	G622	G575+G3639	ἀπό+ὄλεθρος	|
G624	Ἀπολλωνία	G622	G575+G3639	ἀπό+ὄλεθρος	|
G625	Ἀπολλῶς	G624	G575+G3639	ἀπό+ὄλεθρος	|
G626	ἀπολογέομαι	G575+G3056	G575+G3004	ἀπό+λέγω	|
G627	ἀπολογία	G626	G575+G3004	ἀπό+λέγω	|
G628	ἀπολούω	G575+G3068	G575+G3068	ἀπό+λούω	|
G629	ἀπολύτρωσις	G575+G3083	G575+G3089	ἀπό+λύω	|
G630	ἀπολύω	G575+G3089	G575+G3089	ἀπό+λύω	|
G631	ἀπομάσσομαι	G575	G575	ἀπό	|
G632	ἀπονέμω	G575+G3551	G575+G3551	ἀπό+νόμος	|
G633	ἀπονίπτω	G575+G3538	G575+G3538	ἀπό+νίπτω	|
G634	ἀποπίπτω	G575+G4098	G575+G4072	ἀπό+πτάομαι	|
G635	ἀποπλανάω	G575+G4105	G575+G4108	ἀπό+πλάνος	|
G636	ἀποπλέω	G575+G4126	G575+G4150	ἀπό+πλύνω	|
G637	ἀποπλύνω	G575+G4150	G575+G4150	ἀπό+πλύνω	|
G638	ἀποπνίγω	G575+G4155	G575+G4154	ἀπό+πνέω	|
G639	ἀπορέω	G1+G4198	G1+G4008	ἄν+πέραν	|
G640	ἀπορία	G639	G1+G4008	ἄν+πέραν	|
G641	ἀποῤῥίπτω	G575+G4496	G575+G4474	ἀπό+ῥαπίζω	|
G642	ἀπορφανίζω	G575+G3737	G575+G3737	ἀπό+ὀρφανός	|
G643	ἀποσκευάζω	G575+G4632	G575+G4632	ἀπό+σκεῦος	|
G644	ἀποσκίασμα	G575+G4639	G575+G4639	ἀπό+σκιά	|
G645	ἀποσπάω	G575+G4685	G575+G4685	ἀπό+σπάω	|
G646	ἀποστασία	G647	G575+G2476	ἀπό+ἵστημι	|
G647	ἀποστάσιον	G868	G575+G2476	ἀπό+ἵστημι	|
G648	ἀποστεγάζω	G575+G4721	G575+G4721	ἀπό+στέγη	|
G649	ἀποστέλλω	G575+G4724	G575+G2476	ἀπό+ἵστημι	|
G650	ἀποστερέω	G575	G575	ἀπό	|
G651	ἀποστολή	G649	G575+G2476	ἀπό+ἵστημι	|
G652	ἀπόστολος	G649	G575+G2476	ἀπό+ἵστημι	|
G653	ἀποστοματίζω	G575+G4750	G575+G2875	ἀπό+κόπτω	|
G654	ἀποστρέφω	G575+G4762	G575+G5157	ἀπό+τροπή	|
G655	ἀποστυγέω	G575+G4767	G575+G4767	ἀπό+στυγνητός	|
G656	ἀποσυνάγωγος	G575+G4864	G575+G4862+G71	ἀπό+σύν+ἄγω	|
G657	ἀποτάσσομαι	G575+G5021	G575+G5021	ἀπό+τάσσω	|
G658	ἀποτελέω	G575+G5055	G575+G5056	ἀπό+τέλος	|
G659	ἀποτίθημι	G575+G5087	G575+G5087	ἀπό+τίθημι	|
G660	ἀποτινάσσω	G575	G575	ἀπό	|
G661	ἀποτίνω	G575+G5099	G575+G5099	ἀπό+τίνω	|
G662	ἀποτολμάω	G575+G5111	G575+G5056	ἀπό+τέλος	|
G663	ἀποτομία	G664	G575	ἀπό	|
G664	ἀποτόμως	G575	G575	ἀπό	|
G665	ἀποτρέπω	G575+G5157	G575+G5157	ἀπό+τροπή	|
G666	ἀπουσία	G548	G575+G1510	ἀπό+εἰμί	|
G667	ἀποφέρω	G575+G5342	G575+G5342	ἀπό+φέρω	|
G668	ἀποφεύγω	G575+G5343	G575+G5343	ἀπό+φεύγω	|
G669	ἀποφθέγγομαι	G575+G5350	G575+G5346+G5346	ἀπό+φημί+φημί	|
G670	ἀποφορτίζομαι	G575+G5412	G575+G5342	ἀπό+φέρω	|
G671	ἀπόχρησις	G575+G5530	G575+G5494+G5490	ἀπό+χειμών+χάσμα	|
G672	ἀποχωρέω	G575+G5562	G575+G5490	ἀπό+χάσμα	|
G673	ἀποχωρίζω	G575+G5563	G575+G5490	ἀπό+χάσμα	|
G674	ἀποψύχω	G575+G5594	G575+G5594	ἀπό+ψύχω	|
G675	Ἄππιος		G675	Ἄππιος	|
G676	ἀπρόσιτος	G1+G4314	G1+G4253	ἄν+πρό	|
G677	ἀπρόσκοπος	G1+G4350	G1+G4253+G2875	ἄν+πρό+κόπτω	|
G678	ἀπροσωπολήπτως	G1+G4383+G2983+G4381	G1+G4253+G3708+G1209+G4253+G3708+G1209	ἄν+πρό+ὁράω+δέχομαι+πρό+ὁράω+δέχομαι	|
G679	ἄπταιστος	G1+G4417	G1+G4072	ἄν+πτάομαι	|
G680	ἅπτομαι	G681	G681	ἅπτω	|
G681	ἅπτω		G681	ἅπτω	|
G682	Ἀπφία		G682	Ἀπφία	|
G683	ἀπώθομαι	G575	G575	ἀπό	|
G684	ἀπώλεια	G622	G575+G3639	ἀπό+ὄλεθρος	|
G685	ἀρά	G142	G142	αἴρω	|
G686	ἄρα	G142	G142	αἴρω	|
G687	ἆρα	G686	G142	αἴρω	|
G688	Ἀραβία	H6152	G688	Ἀραβία	|
G689	Ἀράμ	H7410	G689	Ἀράμ	|
G690	Ἄραψ	G688	G688	Ἀραβία	|
G691	ἀργέω	G692	G1+G2041	ἄν+ἔργον	|
G692	ἀργός	G1+G2041	G1+G2041	ἄν+ἔργον	|
G693	ἀργύρεος	G696	G696	ἄργυρος	|
G694	ἀργύριον	G696	G696	ἄργυρος	|
G695	ἀργυροκόπος	G696+G2875	G696+G2875	ἄργυρος+κόπτω	|
G696	ἄργυρος		G696	ἄργυρος	|
G697	Ἄρειος Πάγος	G4078	G4078	πήγνυμι	|
G698	Ἀρεοπαγίτης	G697	G4078	πήγνυμι	|
G699	ἀρεσκεία	G700	G142	αἴρω	|
G700	ἀρέσκω	G142	G142	αἴρω	|
G701	ἀρεστός	G700	G142	αἴρω	|
G702	Ἀρέτας		G702	Ἀρέτας	|
G703	ἀρέτη	G730	G142	αἴρω	|
G704	ἀρήν	G730	G142	αἴρω	|
G705	ἀριθμέω	G706	G142	αἴρω	|
G706	ἀριθμός	G142	G142	αἴρω	|
G707	Ἀριμαθαία	H7414	G707	Ἀριμαθαία	|
G708	Ἀρίσταρχος	G712+G757	G142+G757	αἴρω+ἄρχω	|
G709	ἀριστάω	G712	G142	αἴρω	|
G710	ἀριστερός	G712	G142	αἴρω	|
G711	Ἀριστόβουλος	G712+G1012	G142+G1014	αἴρω+βούλομαι	|
G712	ἄριστον	G730	G142	αἴρω	|
G713	ἀρκετός	G714	G142	αἴρω	|
G714	ἀρκέω	G142	G142	αἴρω	|
G715	ἄρκτος	G714	G142	αἴρω	|
G716	ἅρμα	G142+G1	G142+G1	αἴρω+ἄν	|
G717	Ἀρμαγεδδών	H2022+H4023	G717	Ἀρμαγεδδών	|
G718	ἁρμόζω	G719	G142+G1	αἴρω+ἄν	|
G719	ἁρμός	G716	G142+G1	αἴρω+ἄν	|
G720	ἀρνέομαι	G1+G4483	G1+G4482	ἄν+ῥέω	|
G721	ἀρνίον	G704	G142	αἴρω	|
G722	ἀροτριόω	G723	G723	ἄροτρον	|
G723	ἄροτρον		G723	ἄροτρον	|
G724	ἁρπαγή	G726	G142	αἴρω	|
G725	ἁρπαγμός	G726	G142	αἴρω	|
G726	ἁρπάζω	G138	G142	αἴρω	|
G727	ἅρπαξ	G726	G142	αἴρω	|
G728	ἀῤῥαβών	H6162	G728	ἀῤῥαβών	|
G729	ἄῤῥαφος	G1+G4476	G1+G4474	ἄν+ῥαπίζω	|
G730	ἄρσην	G142	G142	αἴρω	|
G731	ἄῤῥητος	G1+G4490	G1+G4482	ἄν+ῥέω	|
G732	ἄῤῥωστος	G1+G4517	G1+G4517	ἄν+ῥώννυμι	|
G733	ἀρσενοκοίτης	G730+G2845	G142+G2749	αἴρω+κεῖμαι	|
G734	Ἀρτεμάς	G735+G1435	G142+G142+G1435	αἴρω+αἴρω+δῶρον	|
G735	Ἄρτεμις	G736	G142+G142	αἴρω+αἴρω	|
